Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
35,male,104033,doctorate,5,skiing,2667,urban,11,101,fall,1,1,1
42,male,95135,doctorate,9,skiing,3383,urban,145,166,fall,0,1,1
29,female,115262,high school,4,sunbathing,3096,suburban,39,273,spring,1,1,0
32,non-binary,61361,doctorate,9,skiing,3234,suburban,239,32,winter,0,1,0
43,non-binary,66079,master,6,sunbathing,1154,urban,95,297,spring,0,0,0
58,male,72495,bachelor,8,swimming,2764,suburban,277,282,winter,0,1,0
62,female,44065,high school,5,hiking,3252,rural,271,276,summer,0,1,1
43,non-binary,74751,high school,0,skiing,1226,rural,81,299,fall,1,1,1
64,non-binary,67479,high school,8,swimming,4559,urban,81,141,fall,0,0,0
49,non-binary,59417,master,2,sunbathing,4463,suburban,103,30,fall,0,1,0
27,female,74447,high school,6,hiking,1043,suburban,63,90,winter,0,0,1
33,female,55797,high school,8,swimming,1461,urban,296,202,summer,0,1,0
24,male,100931,bachelor,7,swimming,2524,suburban,161,33,summer,0,1,0
34,female,72330,master,9,sunbathing,3847,rural,118,204,spring,1,0,0
40,non-binary,112184,master,6,hiking,3463,urban,178,255,fall,0,0,1
43,male,49095,high school,6,hiking,1299,suburban,10,83,summer,0,1,1
38,female,64412,high school,0,hiking,4915,urban,183,196,summer,1,0,1
39,non-binary,60683,doctorate,4,skiing,4911,suburban,159,147,winter,1,0,0
24,non-binary,48419,doctorate,5,skiing,4467,rural,6,221,fall,0,1,1
31,male,112842,master,1,skiing,1675,urban,18,179,spring,0,1,1
32,male,110057,high school,2,swimming,3953,rural,79,157,spring,0,1,0
24,female,45754,master,7,hiking,3145,rural,167,263,winter,0,1,1
26,female,36872,master,0,sunbathing,3317,urban,144,170,summer,0,1,0
68,male,116677,high school,6,swimming,3728,suburban,113,209,winter,1,0,0
65,male,56304,bachelor,9,hiking,2447,urban,166,122,summer,1,1,0
25,non-binary,52876,bachelor,1,swimming,2765,suburban,260,37,summer,0,1,0
67,female,56261,bachelor,0,skiing,1409,rural,164,254,summer,1,1,1
40,non-binary,67735,bachelor,8,sunbathing,3332,urban,241,3,summer,1,1,0
46,male,76024,master,6,sunbathing,3064,rural,199,80,winter,1,1,0
35,male,72368,bachelor,2,swimming,1877,suburban,278,29,summer,1,1,0
48,male,22382,bachelor,8,swimming,1422,suburban,33,12,winter,1,0,0
47,female,31887,master,8,swimming,911,rural,248,94,summer,1,1,0
69,male,82068,bachelor,8,sunbathing,4766,urban,205,282,winter,0,0,0
56,male,92215,high school,3,skiing,1120,suburban,257,146,spring,0,0,0
52,female,113958,bachelor,7,sunbathing,3493,urban,62,52,spring,0,0,0
35,male,90079,bachelor,3,swimming,984,suburban,182,215,fall,0,0,0
59,female,51806,bachelor,3,skiing,1686,suburban,287,262,summer,1,1,0
56,male,76037,high school,8,skiing,2983,suburban,101,128,winter,0,1,1
34,female,77831,high school,7,skiing,1274,suburban,259,149,fall,0,1,0
31,female,30857,high school,5,swimming,3226,urban,75,262,winter,0,0,0
48,female,73428,high school,5,sunbathing,3359,urban,51,209,fall,0,1,0
41,female,92009,master,4,skiing,3937,rural,200,127,spring,1,0,0
52,non-binary,44544,bachelor,8,hiking,4053,suburban,254,150,spring,1,1,0
61,female,119595,bachelor,5,hiking,1297,suburban,269,273,spring,0,1,1
62,female,80871,doctorate,4,sunbathing,4094,suburban,70,110,summer,1,0,0
51,female,33478,high school,9,hiking,953,rural,87,147,summer,0,1,1
20,female,55374,high school,6,hiking,2432,urban,20,280,spring,1,1,1
54,male,71135,bachelor,8,sunbathing,2606,suburban,165,228,spring,0,1,0
60,male,87115,bachelor,4,swimming,2662,urban,120,35,fall,0,0,0
57,female,102959,bachelor,9,hiking,2501,urban,2,139,summer,1,1,1
43,female,51215,high school,8,swimming,3655,rural,237,189,fall,1,0,0
40,non-binary,54849,high school,9,swimming,1818,rural,222,286,fall,0,0,0
61,female,32205,master,7,hiking,2209,rural,180,103,spring,1,0,0
56,female,112879,doctorate,0,skiing,4326,suburban,114,177,fall,0,1,1
32,female,119277,master,0,hiking,4549,suburban,145,77,summer,0,0,0
66,male,86501,master,7,swimming,2669,rural,131,225,spring,0,1,0
21,female,22614,master,0,sunbathing,3957,suburban,244,232,spring,0,0,0
46,female,65943,bachelor,9,sunbathing,971,rural,61,297,summer,0,1,0
39,non-binary,103708,master,5,swimming,3417,rural,213,12,summer,0,1,0
42,male,82833,master,9,swimming,652,suburban,171,30,winter,0,1,0
30,non-binary,22121,doctorate,4,swimming,1738,urban,165,30,summer,1,0,0
35,female,58423,master,4,swimming,4787,urban,227,284,summer,0,0,0
50,non-binary,69050,master,4,sunbathing,4111,rural,159,73,summer,1,1,0
33,female,57486,high school,8,swimming,4606,urban,163,245,fall,0,1,0
62,female,62225,high school,8,sunbathing,1859,rural,240,50,summer,0,1,0
59,male,32744,doctorate,8,swimming,2530,rural,51,3,fall,0,1,0
61,non-binary,50959,bachelor,2,sunbathing,981,suburban,134,267,winter,0,0,0
19,female,117409,doctorate,5,swimming,1855,suburban,72,296,spring,0,1,0
52,non-binary,67774,high school,8,skiing,3461,urban,43,97,fall,0,0,1
59,male,76574,bachelor,1,swimming,1818,urban,152,140,fall,0,0,0
51,female,38962,master,7,swimming,4351,suburban,45,226,spring,1,0,0
47,male,23925,master,6,hiking,1103,urban,234,106,fall,0,0,0
30,non-binary,103847,master,9,skiing,4665,urban,256,58,summer,0,0,0
30,non-binary,63141,doctorate,0,hiking,1113,urban,261,7,spring,1,1,0
35,non-binary,105662,master,4,swimming,3739,urban,240,181,fall,1,1,0
49,female,79122,high school,4,sunbathing,4497,rural,13,192,spring,0,0,0
49,female,25730,high school,5,hiking,4599,urban,271,245,spring,1,1,0
52,female,24401,high school,4,swimming,4935,rural,236,242,summer,0,0,0
56,male,99719,bachelor,5,skiing,1950,rural,13,29,winter,1,1,1
63,non-binary,41753,bachelor,1,hiking,2906,rural,228,27,summer,0,1,0
69,non-binary,71740,doctorate,4,hiking,2088,rural,147,256,summer,1,1,1
46,non-binary,75572,doctorate,3,swimming,3592,rural,265,232,fall,1,0,0
66,male,43720,doctorate,9,skiing,1041,suburban,200,157,spring,1,0,0
46,female,21220,bachelor,4,swimming,3364,rural,282,31,winter,1,1,0
61,male,71799,bachelor,7,hiking,929,urban,179,242,winter,0,0,1
33,non-binary,97134,master,5,skiing,2841,rural,259,76,winter,1,0,0
61,non-binary,94167,master,1,skiing,3870,urban,285,234,spring,1,1,0
64,male,88379,high school,5,skiing,4817,rural,287,280,spring,0,1,0
27,female,56001,doctorate,1,skiing,4348,rural,159,171,winter,0,1,1
47,female,30295,master,4,swimming,4831,urban,158,7,summer,1,1,0
42,non-binary,101868,doctorate,8,skiing,2725,urban,162,130,spring,1,0,0
56,male,93910,high school,9,swimming,4261,urban,276,33,summer,1,0,0
37,female,84427,bachelor,7,swimming,1158,urban,52,139,winter,1,1,0
22,male,31679,master,5,skiing,4574,rural,240,257,fall,0,0,1
18,non-binary,52635,master,4,skiing,555,urban,291,201,summer,1,1,0
47,non-binary,82677,master,1,hiking,1366,urban,43,103,summer,0,1,1
66,non-binary,100898,doctorate,9,hiking,1895,suburban,275,105,summer,1,0,0
20,non-binary,81764,master,2,swimming,944,urban,160,67,spring,0,1,0
62,female,31249,high school,7,swimming,1004,rural,26,117,summer,1,0,0
31,non-binary,47402,bachelor,3,hiking,2870,rural,99,297,winter,0,1,1
47,female,111901,bachelor,1,hiking,1205,urban,152,182,winter,1,0,1
67,female,59087,high school,0,skiing,1784,urban,83,23,summer,0,1,0
21,male,93524,high school,7,skiing,1801,urban,39,139,spring,1,0,1
35,non-binary,60247,master,2,swimming,4238,urban,39,295,winter,0,1,0
54,female,102868,bachelor,8,skiing,2378,rural,26,47,fall,0,0,1
42,male,29369,master,7,skiing,4495,urban,276,178,winter,1,1,0
65,male,102312,doctorate,7,hiking,4413,urban,44,202,spring,0,0,1
18,non-binary,29579,master,5,hiking,2345,suburban,126,265,spring,1,1,1
63,non-binary,52714,master,2,skiing,2140,rural,13,199,winter,0,0,1
32,male,52448,doctorate,6,hiking,1984,urban,133,251,spring,0,0,1
26,female,71557,bachelor,3,hiking,2840,suburban,95,239,summer,1,0,1
32,non-binary,87564,doctorate,0,hiking,1090,suburban,241,133,fall,0,1,0
66,male,33367,master,1,sunbathing,2536,urban,93,103,spring,1,0,0
41,male,115894,master,0,swimming,2507,rural,165,9,fall,0,0,0
21,female,38334,master,0,swimming,4874,suburban,2,149,winter,0,0,0
29,female,75233,master,0,swimming,3658,rural,147,19,fall,1,1,0
54,male,107228,high school,8,hiking,2126,urban,31,122,spring,0,0,1
54,female,50289,high school,9,sunbathing,2217,rural,99,240,summer,1,1,0
60,non-binary,90671,master,1,swimming,1502,suburban,27,201,summer,0,0,0
23,male,100058,master,7,sunbathing,2106,suburban,74,191,spring,1,0,0
56,female,78089,master,5,skiing,1027,suburban,60,148,summer,1,0,1
63,female,40432,master,1,sunbathing,2703,suburban,22,215,fall,1,1,0
41,female,47823,master,7,swimming,2627,suburban,123,132,summer,0,1,0
28,female,116750,master,3,skiing,3766,rural,221,102,spring,1,0,0
30,male,44098,master,6,skiing,1689,urban,183,71,fall,1,1,0
51,female,108034,bachelor,7,hiking,839,urban,185,124,fall,1,0,0
42,non-binary,23514,bachelor,5,sunbathing,4050,rural,207,57,summer,1,1,0
24,non-binary,24311,high school,7,sunbathing,2658,rural,5,5,summer,1,1,0
69,male,25412,high school,8,skiing,800,rural,104,157,winter,0,0,1
21,male,116368,master,2,sunbathing,2117,rural,71,114,fall,0,0,0
25,non-binary,30269,bachelor,2,swimming,3916,suburban,59,195,spring,0,1,0
37,non-binary,34673,doctorate,1,hiking,4548,urban,70,246,winter,1,0,1
46,male,70394,master,1,skiing,2845,suburban,280,91,winter,1,1,0
68,non-binary,97199,bachelor,7,skiing,3404,suburban,278,162,summer,1,1,0
62,non-binary,40328,doctorate,8,sunbathing,2167,suburban,59,190,fall,1,0,0
63,male,47694,doctorate,0,skiing,3934,urban,190,71,winter,0,1,0
27,male,70971,bachelor,9,swimming,4711,rural,190,131,summer,0,0,0
60,female,65096,master,5,skiing,4877,urban,89,155,summer,1,0,1
51,female,29468,bachelor,8,hiking,3929,rural,264,145,spring,1,0,0
43,non-binary,95564,doctorate,4,hiking,2826,urban,256,17,winter,1,0,0
58,male,49024,doctorate,2,swimming,4029,suburban,205,15,spring,1,1,0
66,female,52968,high school,1,sunbathing,4066,suburban,227,86,summer,1,0,0
20,non-binary,70623,master,0,skiing,2751,rural,270,30,fall,1,0,0
23,non-binary,30892,doctorate,3,swimming,3316,rural,49,14,fall,0,1,0
22,non-binary,64202,bachelor,1,hiking,578,suburban,195,90,winter,0,0,0
22,non-binary,25229,master,2,skiing,4170,suburban,249,175,spring,0,0,0
64,male,26004,bachelor,7,hiking,1512,rural,163,48,winter,0,1,0
40,non-binary,88883,doctorate,1,sunbathing,1608,rural,202,116,fall,1,0,0
66,female,27281,master,7,hiking,1670,rural,29,0,summer,1,0,0
26,male,92894,high school,0,sunbathing,804,rural,287,203,winter,1,0,0
52,non-binary,37920,doctorate,0,skiing,2548,suburban,224,195,summer,1,1,0
37,female,37952,bachelor,2,sunbathing,3269,suburban,8,31,summer,1,1,0
66,female,63704,high school,7,skiing,4085,suburban,214,145,fall,0,1,0
59,male,83696,bachelor,4,skiing,4903,urban,292,43,winter,0,1,0
52,male,68577,master,2,skiing,2639,rural,88,69,fall,1,0,0
67,male,65493,bachelor,0,sunbathing,4314,urban,92,44,summer,0,0,0
35,female,77589,bachelor,7,sunbathing,1158,rural,44,47,winter,0,0,0
34,female,27332,bachelor,3,hiking,4101,urban,143,33,fall,1,0,0
41,non-binary,106263,master,2,hiking,1818,rural,160,291,spring,0,1,1
20,male,83732,bachelor,4,skiing,4191,urban,241,28,winter,0,1,0
49,male,38403,high school,2,sunbathing,2894,rural,163,110,summer,1,0,0
52,male,51488,doctorate,8,skiing,594,rural,247,119,winter,1,1,0
55,male,44541,high school,9,swimming,4903,suburban,53,292,winter,0,1,0
30,female,115657,bachelor,6,swimming,597,suburban,213,239,fall,1,0,0
64,male,112966,master,5,sunbathing,3245,rural,289,103,spring,1,1,0
42,female,82656,doctorate,1,hiking,4429,urban,95,251,fall,0,1,1
26,female,94364,doctorate,9,sunbathing,1741,suburban,244,14,fall,0,0,0
21,male,102044,bachelor,7,sunbathing,2303,suburban,294,116,spring,1,1,0
31,female,25688,master,6,swimming,3268,urban,208,69,fall,1,1,0
54,female,111621,high school,2,hiking,4989,urban,44,116,fall,1,0,1
51,male,102116,bachelor,0,sunbathing,1794,rural,29,53,summer,0,0,0
28,male,71413,bachelor,9,sunbathing,2933,urban,22,247,summer,1,0,0
58,non-binary,30768,bachelor,9,sunbathing,753,rural,215,54,winter,1,1,0
20,female,81830,high school,0,hiking,4749,urban,122,279,spring,1,0,1
45,female,48358,doctorate,5,skiing,3606,suburban,42,280,summer,1,1,1
46,non-binary,28459,high school,3,sunbathing,2492,urban,164,256,winter,1,0,0
26,non-binary,37622,high school,5,skiing,951,rural,258,179,fall,0,1,0
20,male,105679,master,4,swimming,1151,suburban,260,294,spring,1,0,0
42,non-binary,106454,doctorate,9,skiing,2878,suburban,24,123,fall,0,0,1
51,male,57685,bachelor,8,hiking,4429,urban,257,156,fall,1,0,0
29,male,95335,master,1,skiing,1113,suburban,44,28,fall,1,1,0
59,male,41518,bachelor,8,hiking,4593,suburban,5,170,spring,1,1,1
26,female,57917,master,0,sunbathing,3072,urban,132,219,summer,0,0,0
32,female,31412,master,6,skiing,3741,suburban,150,31,spring,1,0,0
57,male,91995,high school,5,hiking,1457,urban,54,176,spring,0,1,1
42,non-binary,116205,master,2,sunbathing,925,suburban,185,88,winter,1,0,0
22,female,45223,master,2,hiking,748,rural,22,39,spring,1,0,1
28,female,95639,doctorate,4,swimming,2826,suburban,268,69,fall,1,0,0
51,non-binary,92611,doctorate,1,hiking,2773,rural,108,297,summer,1,1,1
41,female,56377,master,0,skiing,3599,suburban,182,17,spring,0,0,0
32,non-binary,56435,doctorate,6,skiing,663,suburban,25,59,fall,1,0,1
55,non-binary,72346,master,9,hiking,2262,suburban,244,42,winter,1,1,0
25,female,55653,doctorate,8,swimming,4747,urban,116,21,winter,1,1,0
22,non-binary,81089,doctorate,8,sunbathing,1816,urban,140,241,spring,0,0,0
65,non-binary,67163,master,2,skiing,3988,suburban,135,164,fall,0,1,1
43,male,92854,bachelor,2,sunbathing,519,rural,117,45,summer,0,0,0
35,male,65792,master,5,sunbathing,4395,urban,34,221,fall,0,1,0
23,female,41116,master,5,sunbathing,2007,rural,171,198,fall,1,1,0
54,non-binary,52424,bachelor,3,hiking,2246,rural,126,237,winter,0,0,1
65,female,52089,doctorate,3,sunbathing,3385,suburban,59,203,spring,1,1,0
30,female,100964,high school,1,sunbathing,3823,rural,25,100,spring,0,0,0
45,male,81177,high school,3,hiking,1539,urban,62,57,spring,0,0,0
22,non-binary,110696,high school,4,hiking,3256,suburban,134,23,summer,1,1,0
30,female,35916,bachelor,3,swimming,3818,rural,60,8,summer,1,1,0
34,female,99932,master,6,sunbathing,4659,suburban,255,289,spring,0,0,0
67,male,69568,master,5,skiing,4088,suburban,207,124,summer,0,0,0
57,male,47096,bachelor,4,skiing,4965,rural,216,189,winter,0,1,0
62,male,58579,bachelor,3,swimming,4049,rural,105,267,fall,1,0,0
49,female,59278,bachelor,2,swimming,1028,urban,47,8,summer,1,0,0
46,non-binary,61215,doctorate,8,swimming,1961,suburban,165,240,fall,0,0,0
68,male,44935,high school,8,skiing,1536,rural,287,10,spring,1,1,0
20,male,63026,doctorate,9,swimming,3820,suburban,80,217,winter,1,0,0
57,non-binary,27877,doctorate,0,skiing,1602,rural,248,132,summer,1,1,0
51,female,86181,high school,2,sunbathing,4225,suburban,65,163,spring,0,0,0
57,female,42968,high school,6,hiking,3934,urban,93,149,summer,0,1,1
44,non-binary,40342,bachelor,9,hiking,1765,suburban,36,277,winter,0,0,1
30,male,65458,high school,3,sunbathing,3342,suburban,48,145,summer,1,1,0
62,non-binary,54940,bachelor,8,sunbathing,3828,urban,52,152,summer,1,0,0
50,female,64211,high school,0,sunbathing,3235,urban,91,72,summer,1,1,0
23,female,29128,master,4,skiing,1920,suburban,71,182,summer,0,0,1
41,male,116602,doctorate,4,hiking,2825,urban,242,147,winter,0,0,0
36,male,77175,bachelor,7,skiing,3880,urban,94,254,summer,1,0,1
33,non-binary,83870,master,8,hiking,4664,suburban,277,168,fall,0,0,0
57,female,112484,bachelor,5,skiing,4092,urban,137,113,summer,1,1,0
45,female,71855,high school,2,sunbathing,3265,urban,96,222,spring,0,1,0
50,non-binary,73810,master,2,swimming,1222,urban,135,5,summer,1,1,0
65,male,96676,high school,6,swimming,3192,suburban,166,87,spring,0,0,0
58,female,44691,doctorate,6,skiing,3012,suburban,256,146,summer,1,1,0
30,female,93810,doctorate,8,skiing,3258,urban,174,244,spring,0,1,1
60,male,30685,bachelor,1,sunbathing,3516,suburban,233,111,winter,1,0,0
62,female,34530,master,6,swimming,2826,suburban,263,149,spring,0,1,0
42,male,106074,bachelor,3,sunbathing,4715,suburban,237,174,fall,1,1,0
59,non-binary,84347,doctorate,8,swimming,3634,urban,120,182,summer,1,0,0
53,male,78600,doctorate,3,hiking,1621,urban,227,252,winter,1,1,1
44,male,109935,high school,8,hiking,1607,suburban,125,129,summer,0,1,1
55,non-binary,111709,doctorate,5,swimming,4877,urban,248,118,spring,1,1,0
24,female,116948,doctorate,6,sunbathing,3052,suburban,154,278,summer,1,0,0
22,female,103905,bachelor,3,sunbathing,3492,urban,141,143,spring,1,0,0
60,male,24909,high school,5,hiking,2718,rural,236,106,spring,1,1,0
62,male,49029,bachelor,6,skiing,3889,suburban,81,138,spring,1,1,1
68,non-binary,59889,doctorate,2,hiking,4301,suburban,84,47,spring,0,0,0
48,non-binary,90166,bachelor,0,hiking,4200,urban,118,296,summer,0,0,1
40,female,87878,bachelor,0,skiing,3843,rural,131,50,winter,1,1,0
59,female,52666,high school,2,swimming,4477,suburban,32,103,summer,1,0,0
27,non-binary,71128,doctorate,6,skiing,1474,rural,154,107,spring,0,0,0
49,male,69707,bachelor,9,skiing,4443,rural,230,185,summer,0,0,0
60,non-binary,90379,bachelor,4,sunbathing,4530,rural,288,251,spring,1,0,0
47,female,78437,master,2,swimming,3454,urban,252,280,summer,1,0,0
56,male,21942,bachelor,2,hiking,2990,suburban,158,135,fall,0,0,0
48,non-binary,75841,master,8,sunbathing,2209,urban,185,254,summer,0,0,0
35,female,42040,doctorate,4,skiing,864,suburban,233,186,summer,0,0,0
53,male,76202,bachelor,8,skiing,4573,rural,210,159,winter,1,0,0
19,male,97359,master,9,hiking,1398,rural,76,192,winter,1,0,1
31,male,115040,bachelor,7,swimming,2998,rural,125,86,fall,1,1,0
30,male,99717,high school,0,sunbathing,4982,urban,236,79,summer,0,0,0
46,male,85673,doctorate,5,skiing,1986,rural,10,83,spring,1,0,1
29,non-binary,113896,bachelor,5,sunbathing,4978,urban,193,94,winter,0,0,0
56,male,53673,doctorate,4,sunbathing,2127,suburban,229,281,spring,1,0,0
19,non-binary,52017,high school,3,swimming,2585,suburban,87,134,winter,0,0,0
49,male,65041,doctorate,2,skiing,787,rural,290,63,summer,1,1,0
30,female,23259,doctorate,3,skiing,2678,suburban,275,11,winter,0,0,0
63,male,38760,doctorate,5,sunbathing,3706,suburban,97,95,spring,1,1,0
44,non-binary,73292,doctorate,3,sunbathing,3774,rural,34,85,summer,1,0,0
66,female,43401,doctorate,2,skiing,1636,urban,126,90,spring,0,0,0
58,female,34216,master,5,swimming,2876,urban,261,64,spring,0,0,0
34,non-binary,104003,master,9,skiing,1729,suburban,10,180,fall,1,1,1
57,female,42935,doctorate,2,sunbathing,1075,urban,118,143,summer,1,0,0
48,non-binary,107975,bachelor,2,swimming,1021,rural,175,180,summer,0,1,0
51,male,59553,master,2,skiing,3243,urban,42,60,fall,0,0,1
41,male,93091,doctorate,2,swimming,2743,rural,67,243,fall,1,1,0
62,non-binary,90373,doctorate,5,hiking,818,urban,282,63,summer,1,0,0
52,male,63686,bachelor,1,swimming,1576,suburban,43,250,spring,0,0,0
65,female,40268,master,9,skiing,3570,rural,209,72,fall,0,1,0
23,male,42681,master,2,skiing,1946,urban,30,252,fall,1,1,1
36,male,62427,high school,4,hiking,2114,urban,218,293,fall,1,0,1
47,female,52964,bachelor,4,hiking,3855,suburban,282,83,fall,1,1,0
24,female,101987,bachelor,2,sunbathing,4603,urban,74,69,winter,0,0,0
27,male,100725,bachelor,4,swimming,4885,suburban,3,78,winter,0,0,0
58,male,70916,bachelor,0,sunbathing,2020,rural,22,224,winter,1,0,0
49,male,66197,bachelor,5,skiing,3294,suburban,177,155,spring,1,1,0
51,non-binary,39230,bachelor,9,swimming,1925,urban,118,232,summer,1,1,0
45,non-binary,42910,bachelor,2,skiing,1050,urban,199,172,spring,0,1,0
32,male,111844,doctorate,7,hiking,4470,urban,56,225,summer,0,0,1
47,male,35357,high school,9,hiking,4532,suburban,34,147,fall,1,0,1
54,female,47907,high school,1,sunbathing,3291,rural,24,12,winter,0,1,0
46,male,77050,master,0,skiing,2296,urban,188,54,spring,0,0,0
39,male,88808,doctorate,8,skiing,2112,suburban,289,185,summer,0,1,0
21,non-binary,98372,bachelor,0,swimming,2079,rural,215,245,fall,0,1,0
